Up to date
A,D,B0,B1,B2,Root,Y
468439108309516944203/100000000000000000000,14193164380608207802033490801521/25000000000000000000,12003899459546279194954232856871/100000000000000000000,1083729860610150967041988417969/5000000000000000000,24119442916026036248753272793581/100000000000000000000,10353922399368290672002266748217/50000000000000000000,-62677681000397/100000000000000000000
41244047346373833073/25000000000000000000,50223229260902387506174929619533/100000000000000000000,624896037487777687271372251197/100000000000000000000,6689253658312734107268003522743/50000000000000000000,51746927086554907104504662781/10000000000000000000,-106156557350785001123891153857557/100000000000000000000,-66658502741/100000000000000000000
21274336017110900341/100000000000000000000,7614090515065890372190288726873/20000000000000000000,3759941453610753131165247703609/25000000000000000000,3651572303447777704282812969699/50000000000000000000,3016783509571705969381393583579/20000000000000000000,4207255529367079346855657767961/50000000000000000000,-258489702787/20000000000000000000
27797375878353939609/10000000000000000000,2700462299885810877027912578277/20000000000000000000,19993531799459460443538231580873/100000000000000000000,7922457657993299266122829450071/100000000000000000000,12066987831925839661668603217863/100000000000000000000,3627462024453539627861993243/100000000000000000000,-7878111147419/100000000000000000000
2899665898878061213/625000000000000000,66898788505734506012914841617523/100000000000000000000,3106333334171055167811508920003/50000000000000000000,13862791157680146915717693429183/100000000000000000000,14334434971731935420794801992367/100000000000000000000,-352030288820602742891293708707/25000000000000000000,-13129511044003/50000000000000000000
31809935932052780807/50000000000000000000,4690031696390756218672958182079/50000000000000000000,147235590124475587528896944097/4000000000000000000,96051864673744606023960852859/800000000000000000,1564065184401310909346313285137/100000000000000000000,66692238670661035424308231831/1562500000000000000,-122200312101/25000000000000000000
461094022057832718439/100000000000000000000,9820706037152485181671813905701/100000000000000000000,388763272628353209412766623097/10000000000000000000,6983960864429866903294674543061/100000000000000000000,1613396708009665599618519448539/12500000000000000000,7810589947545384305564424061/100000000000000000000,-9219292979611/50000000000000000000
481916084924217736213/100000000000000000000,51440437639011001588252745611/390625000000000000,10235687842097932219029445534649/100000000000000000000,13317173901065518721084162519707/100000000000000000000,2144056545587511084550557265321/50000000000000000000,24691529455130854305786178201/20000000000000000000,-1659193431073/50000000000000000000
36418165561846365923/20000000000000000000,11011107663731015556290054258847/50000000000000000000,8608200415751303414310402414631/50000000000000000000,56228428337334009894248124221/50000000000000000000,12662654240536931390638974479769/100000000000000000000,24184886608235706072069794543/25000000000000000000,-18178216934651/100000000000000000000
247113236666118386733/50000000000000000000,2511950034597383088559062119783/10000000000000000000,2888147991702817092807907466377/20000000000000000000,18567447388089401458877110911989/100000000000000000000,18316632979995506407466055564693/100000000000000000000,26512243987542598228418180739/50000000000000000000,-6484309775851/20000000000000000000
314951611486994557351/100000000000000000000,7054969221807026802587510089299/50000000000000000000,6288328421398291196453358319201/100000000000000000000,1279728076892595994282929191559/5000000000000000000,4089902652549732486667250661483/25000000000000000000,19237420530810462710177704819/100000000000000000000,-6486445491999/20000000000000000000
48848484109671249543/25000000000000000000,266885638646236806129520863153/1000000000000000000,58400884034674448085209213987/1250000000000000000,220966418271671707420816265421/12500000000000000000,48536809961409850893598740829/6250000000000000000,-248323652008556162116927944879/6250000000000000000,-1295340474987/100000000000000000000
156384991165333978937/50000000000000000000,20520095173239039391834086020627/100000000000000000000,407482838282424659728938702857/4000000000000000000,9633775945826817075246372485233/100000000000000000000,780801481719270319007758202911/50000000000000000000,2266878588166402365650926455893/25000000000000000000,-295763867841/5000000000000000000
184282444719638485683/100000000000000000000,339826147765147200173593525557/4000000000000000000,12646260921978725882663135429281/100000000000000000000,2638895646159156687993551842943/20000000000000000000,5004479163601560083594255003833/50000000000000000000,427498207915022716584668897/20000000000000000000,-482119120167/3125000000000000000
49578164964446233033/50000000000000000000,14141226369286739148055305212903/100000000000000000000,13823414417984656517324991961367/100000000000000000000,696156632262049362693222179763/6250000000000000000,699565774736708210546774404829/5000000000000000000,20112738981330888327902372107/100000000000000000000,-1453851369021/3125000000000000000
38463142663214225293/25000000000000000000,4277131051881203868705527781947/50000000000000000000,7427050750589942991738941472153/50000000000000000000,5595734031898464150757593138307/100000000000000000000,5601396076033908322007752730067/50000000000000000000,101247039007485434903116183/6250000000000000000,-21049176673367/50000000000000000000
7067842366649139107/100000000000000000000,18152089372934078837883302880663/50000000000000000000,533767587470412927020796731753/25000000000000000000,1892107787348422925814326997831/100000000000000000000,17087028206506225235940463411607/100000000000000000000,29443970846079563062189921246687/100000000000000000000,-632986075403/100000000000000000000
197917563881419227119/100000000000000000000,2505200795640918521886430522423/50000000000000000000,8452788642814595506310984008399/50000000000000000000,10268359096769456078466415215943/50000000000000000000,6933076035933422176208840143367/100000000000000000000,196947490435947625238715737/100000000000000000000,-71745156674073/50000000000000000000
289586000103678229527/100000000000000000000,903443692867804607333008883011/25000000000000000000,1595205749903453656962021714731/25000000000000000000,564695004428026988463133888117/5000000000000000000,17245855909348576957255333399/2000000000000000000,997592198859423157428658439/25000000000000000000,-407517044047/20000000000000000000
78394719874707646631/25000000000000000000,2282809871318998533533430614799/6250000000000000000,3536999543516492058663834282751/25000000000000000000,319358947695061390217093495631/5000000000000000000,1296545005404778319488111402011/50000000000000000000,-1040612610169156958932619389527/100000000000000000000,-8219545350047/100000000000000000000
30194782608904354357/6250000000000000000,265820545497782921894508231349/1000000000000000000,3717707126613255173728115279183/12500000000000000000,590070255345130833888720047611/25000000000000000000,14544409313214118222628130977409/100000000000000000000,1828218921697785835250180763/10000000000000000000,-272577130218193/100000000000000000000
8372832326073287747/100000000000000000000,1849190205544874819634358956463/50000000000000000000,431434386690294964575299402527/4000000000000000000,15176047121649656657410583665057/100000000000000000000,4586612379260920587027153399801/100000000000000000000,4653371311984807029738691443/100000000000000000000,-3123080597733/100000000000000000000
310082582995832641457/100000000000000000000,22439271131752822656497176451517/100000000000000000000,6167062137550410099934783709877/50000000000000000000,4264709418059564601731718312637/50000000000000000000,9911283869779598219567845445519/100000000000000000000,921485280509257707619455192973/100000000000000000000,-1602619407503/100000000000000000000
