Up to date
A,D,B0,B1,B2,Root,Y
305628810986421300837/100000000000000000000,15234364870066475131203698098159/50000000000000000000,376221197981962487052243198201/100000000000000000000,13689773217125634449160812247351/100000000000000000000,671519541089972226462565102283/10000000000000000000,-3788801491466992175374876019881/100000000000000000000,-1998293543999/100000000000000000000
510998202560596033/6250000000000000000,1258542084561474112465773463669/25000000000000000000,17888390506313236490827684992301/100000000000000000000,77580347212442906610088121339/1250000000000000000,898665597502866378901816164263/6250000000000000000,1136740498519255388662469173/25000000000000000000,-6541850830069/100000000000000000000
16561037317194709661/100000000000000000000,2960411547209632648275668081281/12500000000000000000,846118707327007676219992016139/25000000000000000000,576493311612124249062508526029/12500000000000000000,2784836583320572113251825994221/50000000000000000000,3824256500842967591328276280393/20000000000000000000,-86461419661/50000000000000000000
36707393376396137929/20000000000000000000,2058643799314950807390244009787/6250000000000000000,4096137115335236102284660588579/20000000000000000000,7710295149570223121324210639117/50000000000000000000,7903289048966255749989527844607/50000000000000000000,130205134864079869506214667451/20000000000000000000,-7202860783931/100000000000000000000
401492787410313080637/100000000000000000000,11765635119656056498801669391873/20000000000000000000,7134939109247038721585642527251/50000000000000000000,3191145288716814758040401587267/25000000000000000000,576849618998726609457562811973/6250000000000000000,-703044921980440593126474671703/100000000000000000000,-18526396839921/20000000000000000000
5253703135677012281/25000000000000000000,59347496716032477448336640734641/100000000000000000000,4497471221479870666660795902149/100000000000000000000,100712836290627465435177151267/1000000000000000000,27108189656234301522706826024531/100000000000000000000,31395293858699917448477357536649/50000000000000000000,-212364554253/100000000000000000000
45823254440353041107/12500000000000000000,8909255650226237146836645365359/25000000000000000000,3284946928970700799364446954539/100000000000000000000,81483039677121893445604319993/1562500000000000000,11075948152451585989759146310783/100000000000000000000,-628367834446833841157883189027/50000000000000000000,-482475110527/25000000000000000000
6949095308425512369/100000000000000000000,6676373600793185565439161899033/25000000000000000000,4333098671037377254720889319637/25000000000000000000,7873913910425453157794447500923/25000000000000000000,5817617927901156828990905582613/50000000000000000000,499046541849334837593975553223/100000000000000000000,-1074212729143/50000000000000000000
289574384738972689631/100000000000000000000,5134986251673217530446005408409/100000000000000000000,274653633150750587111027654677/50000000000000000000,464226579861870222669747069659/6250000000000000000,5776293212801367514622835429529/100000000000000000000,27502826372713857569913655249/100000000000000000000,-52435639211/10000000000000000000
90286505400209998839/100000000000000000000,6262684608948931367331765360559/25000000000000000000,12889926827543610658422793023429/100000000000000000000,839563305927782400212647300467/100000000000000000000,2360913377212700555923062093761/100000000000000000000,-974066846461461727996315436881/25000000000000000000,-821870802989/50000000000000000000
165189066291673567189/50000000000000000000,2740244168210103068052719635301/100000000000000000000,49234034458477467918007077649/390625000000000000,10861617864804888661669146765637/100000000000000000000,897755179933289140274987331993/5000000000000000000,8238997212694039946241483/100000000000000000000,-40972836518089/12500000000000000000
336027772661607918671/100000000000000000000,21588311765100852433440094503337/50000000000000000000,9951494127091844558908845985921/100000000000000000000,5625630660111442841396750928651/50000000000000000000,1381610557561176457455899685267/10000000000000000000,137950239305199102329667337157/625000000000000000,-9609949598813/100000000000000000000
12603114766222086219/12500000000000000000,4867060893436880734346871981149/100000000000000000000,703875677335526292942935430439/100000000000000000000,4947397243280210729156805947801/50000000000000000000,13366165659717389257990657908807/100000000000000000000,1848825865953773178180882889/10000000000000000000,-303619358501/100000000000000000000
7416617345687997879/2500000000000000000,3719433029308670838453502100221/20000000000000000000,6683535786352325420246348346847/50000000000000000000,2195888185647047437226700660629/50000000000000000000,1616957212134598404951705682757/10000000000000000000,164990789539419400272515841277/12500000000000000000,-5030454427341/100000000000000000000
289188864592580699519/100000000000000000000,41468327789208844573863498880167/100000000000000000000,1905605332590233702057123324189/50000000000000000000,176456752392950130270391375797/10000000000000000000,7453990893265075627909422702079/100000000000000000000,-5148639604865489159368664941559/100000000000000000000,-1236228234897/100000000000000000000
87097233215658640877/100000000000000000000,2434793653524826356090061798977/25000000000000000000,10823911517107275852428825607551/100000000000000000000,12581097045448672494128268868801/100000000000000000000,9892475738998730148262104088221/50000000000000000000,738625259819405507276825119/10000000000000000000,-9201984291127/50000000000000000000
146294175332919809027/50000000000000000000,1581884096065630115684933045771/2500000000000000000,24803854474580760879136882683413/100000000000000000000,1832661561691637617150565526369/20000000000000000000,15451968337692090935563151296787/100000000000000000000,29623448722529094165723248032947/100000000000000000000,-42763259614481/100000000000000000000
189925107620378064377/50000000000000000000,26647523777268347815239097611957/100000000000000000000,2426011845230016442714959949169/20000000000000000000,670495270860629541742171993783/100000000000000000000,2370542837876368191919237076051/100000000000000000000,-148539656368242845233114628451/10000000000000000000,-145148365447/4000000000000000000
434626892107475630267/100000000000000000000,16843865552005602640493264775647/50000000000000000000,2332637976547788214028893517077/20000000000000000000,33604401284668019542140876038497/100000000000000000000,14533612087719618575566579747819/100000000000000000000,43380773068349688393491003221/50000000000000000000,-54885436685967/100000000000000000000
276495244399568700247/100000000000000000000,12468301928455510148692250868749/50000000000000000000,1978958352201696278987088587943/25000000000000000000,1039170694632322193258341592157/50000000000000000000,3020839649955665508975483413801/20000000000000000000,7683598098904045354030357008591/50000000000000000000,-293517855407/5000000000000000000
168789547783704223979/50000000000000000000,1033312300896177545695796665211/4000000000000000000,112370910875482473282974876983/2500000000000000000,48503484500095759799810024941/400000000000000000,2376599777928197425813966990467/100000000000000000000,-178767213774864837390029533251/50000000000000000000,-4497728425573/25000000000000000000
134639892890612190923/100000000000000000000,2476755619687621356933097308227/20000000000000000000,454541659271558650638859770877/25000000000000000000,1736824403815007313435104970959/25000000000000000000,229086560802529664657755676817/50000000000000000000,-501903614464902538042606795517/100000000000000000000,-588829512759/50000000000000000000
258893623933587813139/100000000000000000000,3487822822443365465069014502461/12500000000000000000,304332498435894467415007675057/50000000000000000000,12504837470875951164326007624341/100000000000000000000,3927050267556245136183699692661/100000000000000000000,-312315168299754420599540883051/12500000000000000000,-530753758559/50000000000000000000
103835500063959282221/25000000000000000000,8247933333245154018595474423793/25000000000000000000,14620318461360574023060145927263/100000000000000000000,5078035213844675267485417273849/25000000000000000000,7204909306894246008547456102889/50000000000000000000,48450413970119364482722780961/10000000000000000000,-27128441280973/100000000000000000000
