Up to date
A,D,B0,B1,B2,Root,Y
438749340457684116327/100000000000000000000,1095857379662056538801740826429/12500000000000000000,1845589949372537155417235569089/20000000000000000000,10346960555820614788285226454053/50000000000000000000,480180317365706651879380185339/4000000000000000000,41860954460996827820625111809517/100000000000000000000,51471221802620586288089100458561578298714458291062272033/50000000000000000000
43213692705041740371/25000000000000000000,8485829485322914146176224355049/100000000000000000000,288341418979745035797357758633/1562500000000000000,1015861017029239282249826443217/10000000000000000000,575304260765460937833383802759/50000000000000000000,28077999925847526504409332560633/100000000000000000000,101738236215268305489558765813121903073226543731918197/4000000000000000000
160328511129399313/2500000000000000000,38717683927041678825900439455971/100000000000000000000,392726798010855667897024547983/4000000000000000000,861486894440643306982695172009/100000000000000000000,23190468594471420651442349656933/100000000000000000000,21806364085533908187599243946137/100000000000000000000,-199600720988273575030568558981769512433205337972023079/100000000000000000000
64339094667642479959/25000000000000000000,1482231829312745027049788678289/12500000000000000000,3147695522166585684902768492011/100000000000000000000,15476354759808541782742566552751/100000000000000000000,18582606669382702851650404480341/100000000000000000000,18334873859268339882988364546443/50000000000000000000,676556096835796870725991806723153404119349505919227737/5000000000000000000
36105217760047386669/100000000000000000000,1192722418030309431469602297853/4000000000000000000,6472227574138810706645215197697/50000000000000000000,23763010977571458762318452147461/100000000000000000000,1719033868665092580206517799987/50000000000000000000,18563841750695237343853904513129/50000000000000000000,182314377594503313907969203915891675734902443642315493/50000000000000000000
445080651849300547613/100000000000000000000,67806908389100336092580545913373/100000000000000000000,1821890866210640975687706983/62500000000000000,2432597019524517704151718924029/100000000000000000000,8080165426608035453806585385997/25000000000000000000,17882758604110643023060596976231/50000000000000000000,-588982512930561979232193932769425796868454086075622183/25000000000000000000
18131123496816283787/25000000000000000000,11057988900068379613234165705887/50000000000000000000,13064408120533407972405280510961/100000000000000000000,11941390150289781673502739025479/100000000000000000000,674495989961013413950704596601/2500000000000000000,51461979278097598957560740552919/100000000000000000000,11512415355695691230454550816106148656970277891630625459/100000000000000000000
15342888678021083293/12500000000000000000,8115288414521037584371963680501/100000000000000000000,10136290849897517551993719405551/100000000000000000000,9342193568956891111141271782231/100000000000000000000,5047162337262822220359032268911/50000000000000000000,29571095414728419718710799305311/100000000000000000000,8469705205244461625980127670749138408968560143025528259/100000000000000000000
412878659605965372043/100000000000000000000,648167315898896028085637289739/12500000000000000000,1800009013539100140404692100909/12500000000000000000,2620112339617620570815881514591/25000000000000000000,4689655896645807149656450139001/25000000000000000000,43605994195057874130643613552657/100000000000000000000,117162337102099765769392390887623871971460261855964156557/50000000000000000000
51995044428806697831/20000000000000000000,2090122661922685039097862641671/25000000000000000000,173198057036989434921691692913/100000000000000000000,18613164788267461385826953553061/100000000000000000000,2033406520056552714300113925161/20000000000000000000,11987794926459003608823361142967/50000000000000000000,567794725306358443059670159853542281867691475849378109/100000000000000000000
236829018946533937473/100000000000000000000,166944249012991896764592809641/1250000000000000000,3674429670531469127844985095059/25000000000000000000,202983020268239624165225242509/1562500000000000000,190842362203082255051822393211/50000000000000000000,630991841937626885022586602271/2500000000000000000,511899479794541452290295188389266685217347012285256803/100000000000000000000
8677213020387436783/50000000000000000000,41668361406045871849062831189323/100000000000000000000,1119933612844974849693437252549/12500000000000000000,4784490291400404845414149041927/20000000000000000000,1551896425907259411718389022859/100000000000000000000,27211633808682688758891515565947/100000000000000000000,-32718625196582274076646247990947684673613715128012377/12500000000000000000
25905745535499663839/10000000000000000000,5704225331720546980268814476791/100000000000000000000,3924855686968201259887591686041/50000000000000000000,3970138195575102310022193836167/20000000000000000000,28356550748309258075351897387979/100000000000000000000,13924952186749053621744647488299/25000000000000000000,273256587551614180796229477060968636413116135474166980263/100000000000000000000
21262638409640071/12207031250000000,474684775781778123485197762567/4000000000000000000,222243183169023407647904188001/5000000000000000000,1309680480095811047556549785127/20000000000000000000,896618646920667515294336673279/5000000000000000000,28532364007034511848771167061001/100000000000000000000,71491465690908956856337845227216169095349151670432541/2000000000000000000
60289122183335300613/20000000000000000000,3328568596806308152836323302227/12500000000000000000,21216659011760084582536854634217/100000000000000000000,4698959669184161864580555553147/50000000000000000000,2800406682690163380840064940941/100000000000000000000,32867742174694654340873286425571/100000000000000000000,1144140908188048412567539078078575904123637810187114473/100000000000000000000
21054607398582452243/100000000000000000000,3708324596144291431262717528731/50000000000000000000,1369474564340249544718458952609/25000000000000000000,2568853104654413094059466155877/10000000000000000000,89135314276960757267373298513/10000000000000000000,22563568143562938488017216991747/100000000000000000000,123966529297328806090417122826544364181643465991878889/50000000000000000000
42849082284012003567/100000000000000000000,650634297739464981364262301853/20000000000000000000,2194918111130351794674966734989/20000000000000000000,460186957137817739595640774927/5000000000000000000,23362572210252226717180641831197/100000000000000000000,10679077764890098035924672269117/25000000000000000000,34045792870006777911288922780547353003023560432098549567/100000000000000000000
32957903425846915263/50000000000000000000,4064560027705564226480650628161/25000000000000000000,6338481584374868347078856322467/100000000000000000000,3670960860720792570233740201773/50000000000000000000,1607168886557851655069920921963/25000000000000000000,20102616769305458961034504137883/100000000000000000000,140110663624344747995608699938373301942811760071877441/100000000000000000000
367251582462044913491/100000000000000000000,6210598297294310355117736855433/25000000000000000000,125898196724918668831726888761/6250000000000000000,10302325196405893537250371767/781250000000000000,924963337192988443382945783529/5000000000000000000,413134465058374722244510215071/2000000000000000000,-110908950092180762013266131445014539880314037468710507/100000000000000000000
140232400880338003849/100000000000000000000,3619999746222248254040923878697/6250000000000000000,2333952966486886824642431727013/20000000000000000000,2464767685603309031970893422311/25000000000000000000,9721255004443799617521787771137/100000000000000000000,6248401872313591964683419506181/20000000000000000000,-2557763921636413873463092829707016234593701634516899419/100000000000000000000
